user_id,course_id,rating
UID0000448,CID0001,4
UID0001854,CID0001,3
UID0001785,CID0001,4
UID0000790,CID0001,5
UID0002055,CID0001,4
UID0000990,CID0001,2
UID0001749,CID0001,4
UID0001258,CID0001,5
UID0001705,CID0001,5
UID0001153,CID0001,4
UID0000110,CID0001,4
UID0000885,CID0001,4
UID0001534,CID0001,4
UID0001602,CID0001,3
UID0000292,CID0001,5
UID0000054,CID0001,4
UID0002254,CID0001,4
UID0001905,CID0001,4
UID0002207,CID0001,3
UID0001458,CID0001,3
UID0000921,CID0001,5
UID0000460,CID0001,3
UID0000304,CID0001,5
UID0000688,CID0001,3
UID0000676,CID0001,5
UID0000849,CID0001,3
UID0001686,CID0001,4
UID0001349,CID0001,5
UID0000949,CID0001,5
UID0001653,CID0001,4
UID0000001,CID0001,5
UID0001340,CID0001,5
UID0001219,CID0001,4
UID0001254,CID0001,4
UID0001042,CID0001,3
UID0000746,CID0001,4
UID0000511,CID0001,4
UID0001894,CID0001,3
UID0002117,CID0001,5
UID0001273,CID0001,2
UID0000598,CID0001,5
UID0001125,CID0001,5
UID0000303,CID0001,3
UID0001999,CID0001,4
UID0000740,CID0001,4
UID0000231,CID0001,5
UID0001294,CID0001,5
UID0000320,CID0001,5
UID0001950,CID0001,3
UID0000594,CID0001,4
UID0002219,CID0001,5
UID0002267,CID0001,4
UID0002140,CID0001,5
UID0000482,CID0001,4
UID0001230,CID0001,4
UID0000507,CID0001,5
UID0000983,CID0001,5
UID0000880,CID0001,5
UID0001391,CID0001,4
UID0001626,CID0001,4
UID0001316,CID0001,1
UID0001982,CID0001,5
UID0002248,CID0001,5
UID0001021,CID0001,4
UID0000662,CID0001,5
UID0002108,CID0001,3
UID0000529,CID0001,3
UID0000710,CID0001,4
UID0001704,CID0001,3
UID0000093,CID0001,2
UID0001407,CID0001,4
UID0000924,CID0001,5
UID0000636,CID0001,5
UID0001411,CID0001,4
UID0000125,CID0001,5
UID0001312,CID0001,4
UID0001257,CID0001,5
UID0000260,CID0001,4
UID0000952,CID0001,2
UID0000425,CID0001,3
UID0001455,CID0001,4
UID0000731,CID0001,4
UID0000721,CID0001,4
UID0002234,CID0001,5
UID0001003,CID0001,3
UID0000722,CID0001,5
UID0000910,CID0001,4
UID0000874,CID0001,3
UID0002040,CID0001,4
UID0000333,CID0001,3
UID0000780,CID0001,3
UID0000666,CID0001,5
UID0001957,CID0001,5
UID0001576,CID0001,4
UID0001519,CID0001,5
UID0001473,CID0001,5
UID0001832,CID0001,5
UID0001758,CID0001,4
UID0001563,CID0001,5
UID0001877,CID0001,5
UID0001965,CID0001,4
UID0001285,CID0001,4
UID0000998,CID0001,4
UID0000123,CID0001,4
UID0001925,CID0001,4
UID0002062,CID0001,4
UID0000907,CID0001,3
UID0000185,CID0001,4
UID0000550,CID0001,2
UID0001516,CID0001,5
UID0000925,CID0001,5
UID0000539,CID0001,4
UID0000603,CID0001,5
UID0002283,CID0001,2
UID0000714,CID0001,5
UID0000827,CID0001,4
UID0001337,CID0001,5
UID0001296,CID0001,4
UID0001249,CID0001,4
UID0000706,CID0001,3
UID0001440,CID0001,4
UID0001090,CID0001,4
UID0000865,CID0001,5
UID0000234,CID0001,4
UID0000834,CID0001,3
UID0001908,CID0001,5
UID0000075,CID0001,5
UID0001882,CID0001,2
UID0002255,CID0001,5
UID0000897,CID0001,5
UID0001442,CID0001,4
UID0002182,CID0001,4
UID0001482,CID0001,5
UID0001143,CID0001,5
UID0001839,CID0001,3
UID0001190,CID0001,4
UID0000071,CID0001,4
UID0000905,CID0001,4
UID0000358,CID0001,5
UID0002035,CID0001,4
UID0001742,CID0001,5
UID0001642,CID0001,3
UID0001524,CID0001,5
UID0001281,CID0001,4
UID0000490,CID0001,3
UID0000217,CID0001,4
UID0002091,CID0001,4
UID0001424,CID0001,5
UID0001718,CID0001,5
UID0000411,CID0001,4
UID0001456,CID0001,5
UID0000119,CID0001,2
UID0001689,CID0001,3
UID0000856,CID0001,5
UID0000818,CID0001,3
UID0000088,CID0001,3
UID0002180,CID0001,5
UID0000705,CID0001,5
UID0000535,CID0001,4
UID0001552,CID0001,3
UID0000279,CID0001,4
UID0000418,CID0001,5
UID0000596,CID0001,4
UID0000158,CID0001,5
UID0001927,CID0001,4
UID0002153,CID0001,5
UID0001426,CID0001,2
UID0001383,CID0001,4
UID0001220,CID0001,2
UID0000131,CID0001,5
UID0000640,CID0001,4
UID0000269,CID0001,4
UID0002223,CID0001,5
UID0001513,CID0001,5
UID0001702,CID0001,4
UID0002099,CID0001,4
UID0001299,CID0001,3
UID0000844,CID0001,2
UID0001542,CID0001,5
UID0000884,CID0001,4
UID0002173,CID0001,1
UID0001333,CID0001,5
UID0001068,CID0001,3
UID0002233,CID0001,4
UID0000135,CID0001,5
UID0001805,CID0001,5
UID0001373,CID0001,4
UID0000500,CID0001,5
UID0001264,CID0001,5
UID0001847,CID0001,2
UID0001026,CID0001,4
UID0001052,CID0001,4
UID0000216,CID0001,5
UID0001238,CID0001,4
UID0001979,CID0001,4
UID0000457,CID0001,5
UID0001790,CID0001,5
UID0001952,CID0001,4
UID0000430,CID0001,5
UID0000397,CID0001,4
UID0000749,CID0001,5
UID0002000,CID0001,5
UID0000901,CID0001,4
UID0001787,CID0001,4
UID0000945,CID0001,5
UID0002130,CID0001,5
UID0001452,CID0001,5
UID0002048,CID0001,5
UID0000365,CID0001,5
UID0001317,CID0001,3
UID0002230,CID0001,3
UID0002171,CID0001,5
UID0001100,CID0001,5
UID0000697,CID0001,5
UID0001082,CID0001,4
UID0000958,CID0001,4
UID0000287,CID0001,5
UID0000796,CID0001,4
UID0000108,CID0001,4
UID0002071,CID0001,5
UID0002292,CID0001,4
UID0000232,CID0001,4
UID0000608,CID0001,5
UID0000582,CID0001,3
UID0000316,CID0001,4
UID0000543,CID0001,5
UID0001691,CID0001,4
UID0001630,CID0001,4
UID0002023,CID0001,5
UID0000036,CID0001,5
UID0001500,CID0001,3
UID0001880,CID0001,4
UID0001287,CID0001,5
UID0001234,CID0001,4
UID0000801,CID0001,5
UID0000930,CID0001,5
UID0002100,CID0001,4
UID0000174,CID0001,3
UID0001844,CID0001,4
UID0002114,CID0001,4
UID0000544,CID0001,5
UID0000491,CID0001,4
UID0000400,CID0001,5
UID0001221,CID0001,4
UID0000513,CID0001,5
UID0000340,CID0001,3
UID0000842,CID0001,4
UID0001108,CID0001,5
UID0000215,CID0001,4
UID0002161,CID0001,5
UID0000159,CID0001,4
UID0000808,CID0001,4
UID0000103,CID0001,5
UID0000912,CID0001,4
UID0000522,CID0001,3
UID0001233,CID0001,3
UID0001481,CID0001,1
UID0000573,CID0001,5
UID0000018,CID0001,5
UID0001659,CID0001,5
UID0001661,CID0001,4
UID0001178,CID0001,2
UID0000006,CID0001,5
UID0000894,CID0001,4
UID0002127,CID0001,3
UID0000284,CID0001,2
UID0001603,CID0001,3
UID0000951,CID0001,5
UID0000456,CID0001,4
UID0002297,CID0001,5
UID0000837,CID0001,4
UID0000035,CID0001,5
UID0000070,CID0001,1
UID0001605,CID0001,3
UID0000548,CID0001,5
UID0002331,CID0001,5
UID0001734,CID0001,3
UID0001462,CID0001,3
UID0001935,CID0001,3
UID0001429,CID0001,5
UID0002074,CID0001,3
UID0001607,CID0001,5
UID0001816,CID0001,5
UID0001392,CID0001,4
UID0001803,CID0001,3
UID0000785,CID0001,5
UID0001058,CID0001,5
UID0000040,CID0001,3
UID0000599,CID0001,5
UID0000243,CID0001,4
UID0000310,CID0001,5
UID0001032,CID0001,4
UID0000337,CID0001,5
UID0000091,CID0001,5
UID0001871,CID0001,5
UID0000369,CID0001,3
UID0001135,CID0001,5
UID0002165,CID0001,5
UID0000031,CID0001,4
UID0000297,CID0001,4
UID0000833,CID0001,5
UID0001627,CID0001,5
UID0002116,CID0001,2
UID0001158,CID0001,5
UID0000805,CID0001,5
UID0002247,CID0001,4
UID0002119,CID0001,2
UID0001818,CID0001,5
UID0001359,CID0001,5
UID0001389,CID0001,2
UID0000085,CID0001,4
UID0001360,CID0001,4
UID0002235,CID0001,2
UID0001441,CID0001,5
UID0000039,CID0001,2
UID0001487,CID0001,3
UID0001189,CID0001,2
UID0000363,CID0001,5
UID0002136,CID0001,3
UID0000784,CID0001,3
UID0000024,CID0001,3
UID0000612,CID0001,3
UID0000814,CID0001,5
UID0002169,CID0001,3
UID0000357,CID0001,3
UID0001922,CID0001,5
UID0000346,CID0001,4
UID0000395,CID0001,2
UID0000786,CID0001,5
UID0001934,CID0001,4
UID0000639,CID0001,3
UID0000385,CID0001,5
UID0000180,CID0001,3
UID0001051,CID0001,2
UID0001592,CID0001,5
UID0001923,CID0001,1
UID0001283,CID0001,4
UID0001624,CID0001,5
UID0001798,CID0001,5
UID0000538,CID0001,2
UID0001573,CID0001,5
UID0001668,CID0001,5
UID0002309,CID0001,2
UID0001416,CID0001,3
UID0000750,CID0001,4
UID0000475,CID0001,5
UID0001358,CID0001,5
UID0002154,CID0001,5
UID0001968,CID0001,4
UID0001311,CID0001,5
UID0001745,CID0001,4
UID0001245,CID0001,5
UID0001137,CID0001,4
UID0000669,CID0001,5
UID0000618,CID0001,5
UID0000820,CID0001,3
UID0001447,CID0001,4
UID0001244,CID0001,4
UID0000076,CID0001,4
UID0002029,CID0001,4
UID0002198,CID0001,5
UID0002215,CID0001,5
UID0001833,CID0001,5
UID0001750,CID0001,2
UID0000718,CID0001,2
UID0000928,CID0001,3
UID0002287,CID0001,3
UID0000826,CID0001,4
UID0002084,CID0001,3
UID0000431,CID0001,4
UID0002319,CID0001,3
UID0002126,CID0001,5
UID0002034,CID0001,4
UID0001144,CID0001,4
UID0000390,CID0001,3
UID0002316,CID0001,5
UID0000343,CID0001,4
UID0000621,CID0001,4
UID0000560,CID0001,5
UID0000531,CID0001,4
UID0000557,CID0001,3
UID0002317,CID0001,3
UID0000909,CID0001,5
UID0001775,CID0001,4
UID0000221,CID0001,5
UID0001001,CID0001,5
UID0000169,CID0001,2
UID0001328,CID0001,5
UID0001780,CID0001,5
UID0001408,CID0001,4
UID0002325,CID0001,4
UID0001159,CID0001,4
UID0000481,CID0001,5
UID0000542,CID0001,4
UID0000262,CID0001,3
UID0000761,CID0001,5
UID0000887,CID0001,5
UID0000422,CID0001,4
UID0000607,CID0001,3
UID0001797,CID0001,5
UID0001582,CID0001,3
UID0001040,CID0001,3
UID0000181,CID0001,5
UID0001141,CID0001,5
UID0001174,CID0001,4
UID0000257,CID0001,5
UID0002113,CID0001,5
UID0002046,CID0001,3
UID0001720,CID0001,4
UID0000013,CID0001,4
UID0000775,CID0001,5
UID0001521,CID0001,4
UID0000811,CID0001,4
UID0000997,CID0001,5
UID0001903,CID0001,4
UID0000687,CID0001,5
UID0000950,CID0001,4
UID0001697,CID0001,4
UID0000537,CID0001,3
UID0000660,CID0001,1
UID0000347,CID0001,1
UID0001737,CID0001,5
UID0000829,CID0001,5
UID0001715,CID0001,4
UID0000079,CID0001,5
UID0002090,CID0001,5
UID0000638,CID0001,4
UID0000961,CID0001,4
UID0001334,CID0001,3
UID0000496,CID0001,3
UID0001852,CID0001,5
UID0001801,CID0001,3
UID0001709,CID0001,5
UID0000822,CID0001,3
UID0001510,CID0001,5
UID0000450,CID0001,4
UID0001669,CID0001,2
UID0000578,CID0001,3
UID0002189,CID0001,5
UID0001947,CID0001,3
UID0001239,CID0001,4
UID0000042,CID0001,4
UID0001136,CID0001,4
UID0000825,CID0001,4
UID0001681,CID0001,4
UID0000700,CID0001,4
UID0000386,CID0001,5
UID0001005,CID0001,4
UID0002047,CID0001,3
UID0002073,CID0001,3
UID0000437,CID0001,3
UID0000128,CID0001,5
UID0000891,CID0001,2
UID0001065,CID0001,5
UID0000122,CID0001,4
UID0000261,CID0001,5
UID0001053,CID0001,4
UID0001243,CID0001,5
UID0001355,CID0001,5
UID0000604,CID0001,5
UID0000597,CID0001,4
UID0001200,CID0001,5
UID0000943,CID0001,5
UID0001930,CID0001,4
UID0000084,CID0001,3
UID0002007,CID0001,4
UID0001838,CID0001,5
UID0000176,CID0001,5
UID0000474,CID0001,4
UID0002036,CID0001,5
UID0000850,CID0001,4
UID0000674,CID0001,3
UID0000312,CID0001,2
UID0001781,CID0001,3
UID0002065,CID0001,4
UID0001717,CID0001,5
UID0000782,CID0001,3
UID0001575,CID0001,4
UID0000815,CID0001,3
UID0000977,CID0001,4
UID0001224,CID0001,3
UID0000440,CID0001,5
UID0002096,CID0001,4
UID0001623,CID0001,4
UID0001379,CID0001,3
UID0000576,CID0001,5
UID0000255,CID0001,4
UID0000464,CID0001,4
UID0000345,CID0001,5
UID0001501,CID0001,2
UID0000151,CID0001,4
UID0001421,CID0001,4
UID0001080,CID0001,4
UID0001172,CID0001,5
UID0001073,CID0001,5
UID0002156,CID0001,4
UID0001454,CID0001,5
UID0000165,CID0001,4
UID0000064,CID0001,4
UID0001995,CID0001,2
UID0000286,CID0001,5
UID0001723,CID0001,4
UID0002152,CID0001,5
UID0000299,CID0001,5
UID0000251,CID0001,5
UID0001204,CID0001,4
UID0001549,CID0001,5
UID0001886,CID0001,5
UID0001272,CID0001,5
UID0001127,CID0001,5
UID0002095,CID0001,5
UID0001118,CID0001,5
UID0001744,CID0001,3
UID0000742,CID0001,3
UID0000876,CID0001,2
UID0000819,CID0001,5
UID0001900,CID0001,4
UID0000140,CID0001,5
UID0000499,CID0001,4
UID0002310,CID0001,5
UID0001895,CID0001,4
UID0001955,CID0001,3
UID0000601,CID0001,2
UID0002271,CID0001,5
UID0001974,CID0001,5
UID0001167,CID0001,3
UID0001401,CID0001,4
UID0001130,CID0001,4
UID0001022,CID0001,3
UID0002059,CID0001,5
UID0000020,CID0001,3
UID0000381,CID0001,5
UID0001357,CID0001,5
UID0000712,CID0001,4
UID0000713,CID0001,4
UID0001112,CID0001,5
UID0002229,CID0001,5
UID0001616,CID0001,5
UID0000404,CID0001,5
UID0000044,CID0001,4
UID0000338,CID0001,5
UID0001484,CID0001,4
UID0002092,CID0001,5
UID0001879,CID0001,5
UID0001089,CID0001,3
UID0001711,CID0001,5
UID0001103,CID0001,4
UID0001146,CID0001,4
UID0001654,CID0001,5
UID0002170,CID0001,3
UID0002294,CID0001,2
UID0001191,CID0001,5
UID0001181,CID0001,4
UID0000186,CID0001,4
UID0000051,CID0001,4
UID0000942,CID0001,5
UID0001724,CID0001,5
UID0000394,CID0001,4
UID0000317,CID0001,5
UID0001621,CID0001,5
UID0000223,CID0001,5
UID0001263,CID0001,5
UID0001988,CID0001,5
UID0000206,CID0001,4
UID0001738,CID0001,2
UID0002135,CID0001,5
UID0001098,CID0001,3
UID0000211,CID0001,3
UID0000451,CID0001,4
UID0001969,CID0001,5
UID0000657,CID0001,5
UID0000835,CID0001,2
UID0000681,CID0001,5
UID0000847,CID0001,3
UID0000086,CID0001,3
UID0001721,CID0001,3
UID0001350,CID0001,3
UID0000111,CID0001,5
UID0002110,CID0001,5
UID0000060,CID0001,4
UID0001644,CID0001,4
UID0001074,CID0001,4
UID0002015,CID0001,2
UID0000927,CID0001,5
UID0001754,CID0001,3
UID0001928,CID0001,4
UID0001528,CID0001,3
UID0001109,CID0001,4
UID0001414,CID0001,5
UID0002202,CID0001,3
UID0001964,CID0001,3
UID0002302,CID0001,1
UID0000745,CID0001,4
UID0000344,CID0001,3
UID0001555,CID0001,3
UID0002245,CID0001,4
UID0000356,CID0001,5
UID0000918,CID0001,3
UID0000853,CID0001,5
UID0000854,CID0001,4
UID0000112,CID0001,5
UID0002208,CID0001,5
UID0000101,CID0001,4
UID0000558,CID0001,4
UID0000528,CID0001,4
UID0000769,CID0001,3
UID0000461,CID0001,5
UID0001511,CID0001,4
UID0002077,CID0001,4
UID0001436,CID0001,3
UID0001590,CID0001,4
UID0000389,CID0001,5
UID0000301,CID0001,3
UID0002112,CID0001,3
UID0001960,CID0001,4
UID0001378,CID0001,5
UID0000012,CID0001,5
UID0000278,CID0001,4
UID0000664,CID0001,3
UID0000616,CID0001,5
UID0002187,CID0001,5
UID0000154,CID0001,3
UID0001834,CID0001,1
UID0001910,CID0001,4
UID0001041,CID0001,3
UID0001599,CID0001,4
UID0000354,CID0001,4
UID0002212,CID0001,5
UID0002323,CID0001,5
UID0000380,CID0001,4
UID0000515,CID0001,5
UID0000707,CID0001,5
UID0001211,CID0001,5
UID0001094,CID0001,2
UID0000789,CID0001,3
UID0001655,CID0001,4
UID0000902,CID0001,3
UID0001156,CID0001,4
UID0001387,CID0001,4
UID0001023,CID0001,4
UID0001560,CID0001,3
UID0000519,CID0001,5
UID0001301,CID0001,5
UID0000957,CID0001,4
UID0001149,CID0001,1
UID0001565,CID0001,4
UID0001048,CID0001,4
UID0000188,CID0001,4
UID0001568,CID0001,4
UID0001435,CID0001,4
UID0001029,CID0001,5
UID0000533,CID0001,5
UID0001368,CID0001,4
UID0000736,CID0001,3
UID0000701,CID0001,4
UID0000041,CID0001,2
UID0002146,CID0001,5
UID0001448,CID0001,4
UID0001541,CID0001,3
UID0000771,CID0001,5
UID0002133,CID0001,5
UID0000014,CID0001,4
UID0000570,CID0001,5
UID0000711,CID0001,2
UID0000812,CID0001,5
UID0001600,CID0001,1
UID0001354,CID0001,5
UID0001547,CID0001,3
UID0001761,CID0001,4
UID0001853,CID0001,5
UID0000228,CID0001,4
UID0001432,CID0001,5
UID0002251,CID0001,5
UID0001543,CID0001,1
UID0000904,CID0001,3
UID0000290,CID0001,4
UID0000738,CID0001,5
UID0001154,CID0001,5
UID0001806,CID0001,3
UID0002241,CID0001,4
UID0000487,CID0001,4
UID0000889,CID0001,5
UID0000980,CID0001,3
UID0001811,CID0001,5
UID0000408,CID0001,3
UID0000652,CID0001,4
UID0000751,CID0001,5
UID0002321,CID0001,5
UID0000661,CID0001,4
UID0001559,CID0001,4
UID0002225,CID0001,4
UID0000141,CID0001,5
UID0002038,CID0001,4
UID0001286,CID0001,5
UID0001553,CID0001,4
UID0002280,CID0001,2
UID0001963,CID0001,4
UID0001710,CID0001,4
UID0001883,CID0001,4
UID0000189,CID0001,3
UID0000797,CID0001,4
UID0000752,CID0001,4
UID0001476,CID0001,5
UID0000370,CID0001,5
UID0001812,CID0001,5
UID0001175,CID0001,3
UID0000413,CID0001,2
UID0000974,CID0001,5
UID0001817,CID0001,3
UID0001259,CID0001,5
UID0002107,CID0001,5
UID0001822,CID0001,4
UID0000209,CID0001,4
UID0001398,CID0001,3
UID0001131,CID0001,4
UID0000332,CID0001,3
UID0001606,CID0001,3
UID0001145,CID0001,4
UID0001520,CID0001,5
UID0000062,CID0001,5
UID0001531,CID0001,5
UID0000838,CID0001,5
UID0001010,CID0001,5
UID0001751,CID0001,4
UID0002098,CID0001,5
UID0000816,CID0001,5
UID0000069,CID0001,5
UID0001984,CID0001,4
UID0001640,CID0001,4
UID0002045,CID0001,4
UID0000476,CID0001,5
UID0000399,CID0001,5
UID0000055,CID0001,5
UID0000686,CID0001,5
UID0002300,CID0001,4
UID0002131,CID0001,4
UID0000852,CID0001,3
UID0000962,CID0001,2
UID0000193,CID0001,3
UID0000117,CID0001,4
UID0000090,CID0001,4
UID0001898,CID0001,4
UID0002311,CID0001,4
UID0000295,CID0001,4
UID0001364,CID0001,3
UID0001323,CID0001,5
UID0001161,CID0001,4
UID0001845,CID0001,3
UID0000047,CID0001,4
UID0001110,CID0001,3
UID0001522,CID0001,4
UID0000619,CID0001,2
UID0001330,CID0001,5
UID0001061,CID0001,2
UID0000509,CID0001,5
UID0000678,CID0001,4
UID0002143,CID0001,3
UID0001878,CID0001,5
UID0001083,CID0001,4
UID0000244,CID0001,4
UID0001037,CID0001,1
UID0001620,CID0001,3
